Use Case Name,lda_t0,lda_t1,lda_t2,lda_t3,lda_t4,lda_t5,lda_t6,lda_t7,lda_t8,lda_t9,lda_t10,lda_t11,lda_t12,lda_t13,lda_t14,lda_t15,lda_t16,lda_t17,lda_t18,lda_t19,lda_t20,lda_t21,lda_t22,lda_t23,lda_t24,lda_t25,lda_t26,lda_t27,lda_t28,lda_t29,lda_t30,lda_t31,lda_t32,lda_t33,lda_t34,lda_t35,lda_t36,lda_t37,lda_t38,lda_t39,lda_dom_t_0,lda_dom_t_1,lda_dom_t_2,lda_dom_t_3,lda_dom_t_4,lda_dom_t_5,lda_dom_t_6,lda_dom_t_7,lda_dom_t_8,lda_dom_t_9,lda_dom_t_10,lda_dom_t_11,lda_dom_t_12,lda_dom_t_13,lda_dom_t_14,lda_dom_t_15,lda_dom_t_16,lda_dom_t_17,lda_dom_t_18,lda_dom_t_19,lda_dom_t_20,lda_dom_t_21,lda_dom_t_22,lda_dom_t_23,lda_dom_t_24,lda_dom_t_25,lda_dom_t_26,lda_dom_t_27,lda_dom_t_28,lda_dom_t_29,lda_dom_t_30,lda_dom_t_31,lda_dom_t_32,lda_dom_t_33,lda_dom_t_34,lda_dom_t_35,lda_dom_t_36,lda_dom_t_37,lda_dom_t_38,lda_dom_t_39
Axon,0.09353822469711304,0.0009168185642920434,0.0007207790622487664,0.0010704356245696545,0.1822221726179123,0.0009160974877886474,0.1121562123298645,0.04587220028042793,0.0009269352885894477,0.0008559140260331333,0.001194880111142993,0.07506170123815536,0.0008715158328413963,0.0007863197824917734,0.0008810503059066832,0.000996990711428225,0.0803312435746193,0.0011988241458311677,0.10917234420776367,0.0007196175865828991,0.0007853182614780962,0.0008758037583902478,0.0007007074309512973,0.0011187291238456964,0.0008742162026464939,0.0007266836473718286,0.0009261083323508501,0.0007301696459762752,0.0010849816026166081,0.0007639426621608436,0.0008981540449894965,0.0008439892553724349,0.0008215040434151888,0.0009668242419138551,0.17075754702091217,0.10303115099668503,0.0008568188059143722,0.0009297679644078016,0.0011485437862575054,0.0007486713584512472,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SAS Enterprise Miner - Grant risk assessment model,0.03300882503390312,0.0006485756020992994,0.000509893405251205,0.18665827810764313,0.0006666859844699502,0.08152849972248077,0.0005859084194526076,0.000540308014024049,0.0006557323504239321,0.0006054905243217945,0.030176403000950813,0.0005913442582823336,0.0006165275699459016,0.0005562581354752183,0.11458174139261246,0.0007052909932099283,0.0005889157182537019,0.0008480719407089055,0.000455564382718876,0.0005090717459097505,0.0005555496900342405,0.0006195608875714242,0.08903522789478302,0.0007914110901765525,0.0006184378289617598,0.0005140703869983554,0.0006551473634317517,0.0005165364127606153,0.0007675374508835375,0.0005404281546361744,0.0006353718927130103,0.10394186526536942,0.16780708730220795,0.0006839506095275283,0.0008460136014036834,0.06649910658597946,0.000606130575761199,0.0006577362655662,0.1081417053937912,0.0005296249291859567,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
MACO Project: Law Enforcement CAD Data Autocoder,0.0001767690700944513,0.00018869007180910558,0.11412548273801804,0.08224945515394211,0.00019395892741158605,0.0001885416713776067,0.000170458311913535,0.4049912095069885,0.00019077218894381076,0.0001761553285177797,0.00024591782130301,0.00017203977040480822,0.0001793663395801559,0.00016183216939680278,0.0001813286216929555,0.00020519028475973755,0.00017133323126472533,0.05700899288058281,0.00013253733050078154,0.00014810422726441175,0.00016162604151759297,0.000180248825927265,0.00014421231753658503,0.009534947574138641,0.00017992209177464247,0.05954049155116081,0.00019060198974329978,0.05494731292128563,0.00022329964849632233,0.00015722675016149879,0.00018484872998669744,0.00017370110435876995,0.00016907343524508178,0.02062920108437538,0.1500990390777588,0.00019735076057258993,0.00017634154937695712,0.019624870270490646,0.00023638135462533683,0.021991197019815445,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"MS Streams Transcription ML Service - Meeting the Basic Needs of Crime Victims in Underserved Communities:
Piloting New Approaches to Support Victim Services",0.0005190474330447614,0.0005540510755963624,0.0004355806449893862,0.07520631700754166,0.04910760000348091,0.0005536153330467641,0.16770274937152863,0.00046156259486451745,0.0005601648008450866,0.0005172453238628805,0.000722089025657624,0.0005051607731729746,0.0005266738007776439,0.0004751881642732769,0.0005324356607161462,0.0006025006878189743,0.0005030861357226968,0.0007244725129567087,0.00038916963967494667,0.00043487874791026115,0.0004745829210150987,0.06451872736215591,0.0004234509542584419,0.0006760695250704885,0.000528305652551353,0.00043914892012253404,0.40576601028442383,0.0004412555426824838,0.023415107280015945,0.00046166524407453835,0.1028640866279602,0.0005100389244034886,0.0004964506952092052,0.0005842704558745027,0.0945616215467453,0.000579481478780508,0.0005177920684218407,0.0005618766881525517,0.0006940870662219822,0.00045243650674819946,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Offense Text Auto-Coder (OTAC) - Automated offense coder from offense charge text strings used for the BJS National Pretrial Reporting Program,0.0003509435919113457,0.06030670553445816,0.00029450919828377664,0.00043737830128520727,0.00038507103454321623,0.00037431600503623486,0.0003384147130418569,0.07361799478530884,0.00037874432746320963,0.0003497251309454441,0.0004882261564489454,0.00034155440516769886,0.0003561000048648566,0.00032128902967087924,0.00035999578540213406,0.5266784429550171,0.08138284087181091,0.0004898377228528261,0.00026312933187000453,0.00029403463122434914,0.00032087982981465757,0.00035785205545835197,0.00028630797169171274,0.00045711096026934683,0.00035720336018130183,0.0002969218185171485,0.00037840643199160695,0.0002983461890835315,0.03440529480576515,0.00031214579939842224,0.00036698434269055724,0.0003448526840656996,0.11624426394701004,0.0003950428799726069,0.0004886488313786685,0.09537529945373535,0.000350094836903736,0.00037990175769664347,0.00046929321251809597,0.000305905967252329,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Prisoner Assessment Tool Targeting Estimated Risk and Needs (PATTERN),0.0006075043929740787,0.0006484733894467354,0.0005098130786791444,0.07573653012514114,0.0006665809778496623,0.0006479633739218116,0.0005858161021023989,0.4825563430786133,0.0006556290900334716,0.0006053951219655573,0.0008451486937701702,0.0005912511260248721,0.0006164304213598371,0.0005561705329455435,0.2891540825366974,0.0007051798747852445,0.0005888229352422059,0.000847938354127109,0.0004554926126729697,0.0005089915357530117,0.0005554621457122266,0.0006194633315317333,0.0004956162301823497,0.0007912864093668759,0.0006183403893373907,0.0005139894201420248,0.0006550441612489522,0.020035257562994957,0.0007674165535718203,0.000540343055035919,0.0006352718337439001,0.0005969606572762132,0.11027222871780396,0.0006838428671471775,0.0008458803058601916,0.0006782377022318542,0.00060603505698964,0.000657632655929774,0.0008123745792545378,0.0005295415176078677,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Rapid Offense Text Autocoder (ROTA) - Automated offense coder from offense charge text strings used for the BJS Criminal Cases in State Courts,0.00035095325438305736,0.04091078042984009,0.00029451731825247407,0.00043739035027101636,0.000385081599233672,0.00037432630779221654,0.00033842402626760304,0.06642632931470871,0.00037875474663451314,0.0003497347643133253,0.0004882396024186164,0.0003415638057049364,0.0003561098128557205,0.0003212978772353381,0.00036000568070448935,0.5355228185653687,0.00034016105928458273,0.0004898511688224971,0.00026313657872378826,0.0002940427220892161,0.00032088864827528596,0.00035786189255304635,0.00028631582972593606,0.00045712353312410414,0.08105770498514175,0.0002969299675896764,0.00037841682205908,0.00029835436725988984,0.0334000401198864,0.000312154385028407,0.00036699444171972573,0.00034486217191442847,0.07321867346763611,0.00039505373570136726,0.0004886622773483396,0.15749116241931915,0.0003501044411677867,0.00037991220597177744,0.0004693061055149883,0.000305914378259331,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Research Abstract Screening for CrimeSolutions,0.00042237958405166864,0.00045086414320394397,0.03590632230043411,0.6121300458908081,0.00046345379087142646,0.11011695116758347,0.00040730039472691715,0.00037560079363174736,0.00045583926839753985,0.00042091310024261475,0.0005876065697520971,0.000411079206969589,0.0004285856266506016,0.00038668871275149286,0.00043327437015250325,0.0004902904620394111,0.00040939098107628524,0.0005895461654290557,0.0003166903625242412,0.03621472790837288,0.00038619618862867355,0.00043069428647868335,0.0003445871116127819,0.0005501577397808433,0.000429913547122851,0.0003573614521883428,0.00045543257147073746,0.0003590757551137358,0.0005335617461241782,0.0003756843216251582,0.0004416854935698211,0.00041504885302856565,0.000403991318307817,0.02620546519756317,0.16461016237735748,0.00047155836364254355,0.0004213580396026373,0.00045723229413852096,0.0005648197256959975,0.00036817434011027217,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Veritone Illuminate,0.0003955647989641875,0.0004222409916110337,0.018656324595212936,0.056619372218847275,0.062166403979063034,0.00042190891690552235,0.15682832896709442,0.00035175576340407133,0.0004269002820365131,0.00039419138920493424,0.0005503023276105523,0.0003849818021990359,0.0004013768339063972,0.2745499014854431,0.00040576793253421783,0.00045916432281956077,0.0003834007657133043,0.000552118755877018,0.0002965852618217468,0.0003314200439490378,0.0003616785106714815,0.000403351616114378,0.08966898918151855,0.0005152309313416481,0.0004026204696856439,0.0003346743178553879,0.10806404054164886,0.07807863503694534,0.0004996885545551777,0.00035183399450033903,0.0371180921792984,0.04350041225552559,0.046566784381866455,0.00044527111458592117,0.0005507786991074681,0.00044162143603898585,0.00039460809784941375,0.016429847106337547,0.0005289621185511351,0.00034480076283216476,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Adobe,0.0013820003950968385,0.001475200173445046,0.0011597642442211509,0.001722376444377005,0.44854626059532166,0.0014740399783477187,0.0013326621847227216,0.49672767519950867,0.0014914784114807844,0.0013772021047770977,0.0019226131262257695,0.001345026190392673,0.0014023061376065016,0.0012652220902964473,0.0014176474651321769,0.0016042006900534034,0.0013395023997873068,0.0019289592746645212,0.001036191708408296,0.001157895429059863,0.001263610552996397,0.0014092056080698967,0.001127468072809279,0.0018000828567892313,0.0014066511066630483,0.0011692650150507689,0.0014901477843523026,0.0011748740216717124,0.0017457817448303103,0.00122921634465456,0.001445168163627386,0.0013580146478489041,0.0013218350941315293,0.0015556614380329847,0.0019242775160819292,0.0015429103514179587,0.0013786579947918653,0.0014960363041609526,0.0018480558646842837,0.0012046440970152617,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
EEG - Live Captioning,0.0010822395561262965,0.0011552239302545786,0.0009082072647288442,0.0013487868709489703,0.0011874816846102476,0.0011543154250830412,0.0010436029406264424,0.0009623809019103646,0.001167971407994628,0.5450493693351746,0.0015055914409458637,0.0010532852029427886,0.0010981409577652812,0.0009907908970490098,0.0011101546697318554,0.0012562437914311886,0.0010489595588296652,0.0015105610946193337,0.0008114380179904401,0.0009067437495104969,0.0009895289549604058,0.001103543909266591,0.0008829162688925862,0.0014096384402364492,0.001101543428376317,0.0009156472515314817,0.19680680334568024,0.0009200396598316729,0.0013671154156327248,0.1333598792552948,0.0011317059397697449,0.001063456409610808,0.08402162045240402,0.0012182329082861543,0.001506894826889038,0.0012082476168870926,0.0010796220740303397,0.0011715407017618418,0.0014472060138359666,0.0009433525265194476,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Hootsuite,0.0008892409387044609,0.000949209788814187,0.0007462442736141384,0.5160017013549805,0.1545354276895523,0.0009484632755629718,0.0008574945386499166,0.000790756952483207,0.0009596839663572609,0.0008861535461619496,0.001237095333635807,0.0008654500707052648,0.0009023065795190632,0.000814100494608283,0.05005662515759468,0.0010322144953534007,0.0008618958527222276,0.0012411787174642086,0.0006667321431450546,0.000745041761547327,0.0008130635833367705,0.0009067459614016116,0.0007254634401760995,0.0011582538718357682,0.0009051022934727371,0.047293320298194885,0.0009588277898728848,0.000755966582801193,0.0011233141412958503,0.0007909328560344875,0.0009298858931288123,0.0008738074684515595,0.0008505278383381665,0.09991887211799622,0.1012020856142044,0.0009927776409313083,0.0008870902820490301,0.000962616759352386,0.0011891218600794673,0.0007751219673082232,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Social Media Products,0.0008892436744645238,0.0009492126991972327,0.000746246543712914,0.5547893047332764,0.15934120118618011,0.0009484661859460175,0.0008574971579946578,0.0007907593972049654,0.0009596869349479675,0.03706800937652588,0.0012370991753414273,0.0008654527482576668,0.0009023093152791262,0.0008141029975377023,0.0009121806942857802,0.00103221763856709,0.048505477607250214,0.001241182559169829,0.0006667341804131866,0.0007450440316461027,0.0008130660862661898,0.0009067487553693354,0.0007254657102748752,0.001158257364295423,0.0009051050874404609,0.00075235974509269,0.0009588307584635913,0.0007559689111076295,0.0011233175173401833,0.0007909352425485849,0.0009298887453041971,0.0008738101460039616,0.0008505304576829076,0.0010009852703660727,0.0012381700798869133,0.16814099252223969,0.0008870929596014321,0.0009626197279430926,0.0011891255853697658,0.0007751243538223207,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Veritone Digital Media Hub ,0.0006918759318068624,0.0007385348435491323,0.000580616993829608,0.1029253751039505,0.0007591571775265038,0.0007379539893008769,0.0006671755108982325,0.0006152502610348165,0.0007466842653229833,0.0006894737598486245,0.0009625247912481427,0.0006733653717674315,0.0007020416669547558,0.0006334127392619848,0.000709722051396966,0.0008031168254092336,0.0006705999840050936,0.0009657018817961216,0.000518752436619252,0.0005796814220957458,0.0006326059810817242,0.0007054957677610219,0.0005644484772346914,0.000901182007510215,0.0007042168872430921,0.000585373374633491,0.755687415599823,0.03558778762817383,0.0008739971090108156,0.0006153870490379632,0.0007234998047351837,0.0006798678659833968,0.0006617550970986485,0.0007788164657540619,0.000963358033914119,0.03251878544688225,0.000690202577970922,0.000748966122046113,0.000925198954064399,0.04808058962225914,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Lexis Nexis (People Search),0.5116596817970276,0.0015618527540937066,0.05826443061232567,0.0018235481111332774,0.0016054649604484439,0.0015606243396177888,0.001410942175425589,0.001301130629144609,0.10350660234689713,0.0014580984134227037,0.0020355465821921825,0.0014240324962884188,0.0014846769627183676,0.001339540584012866,0.0015009194612503052,0.0016984306275844574,0.0014181842561811209,0.0020422653760761023,0.0010970571311190724,0.0012259096838533878,0.0013378345174714923,0.12605886161327362,0.0011936951195821166,0.14733126759529114,0.001489277114160359,0.0012379471445456147,0.001577678369358182,0.0012438856065273285,0.001848328160122037,0.001301419921219349,0.0015300567029044032,0.0014377838233485818,0.0013994791079312563,0.0016470402479171753,0.002037308644503355,0.0016335402615368366,0.0014596397522836924,0.0015839128755033016,0.0019566097762435675,0.0012754043564200401,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
LexisNexis (AI assisted legal research),0.0013820717576891184,0.0014752763090655208,0.00115982408169657,0.0017224653856828809,0.001516470918431878,0.07724858075380325,0.0013327309861779213,0.0012290064478293061,0.001491555362008512,0.001377273234538734,0.001922712312079966,0.0013450956903398037,0.001402378547936678,0.07025924324989319,0.3025536835193634,0.0016042834613472223,0.001339571550488472,0.0019290588097646832,0.0010362451430410147,0.0011579551501199603,0.00126367574557662,0.0014092783676460385,0.0011275262804701924,0.0018001757562160492,0.0014067237498238683,0.0011693253181874752,0.0014902247348800302,0.0011749346740543842,0.0017458718502894044,0.2294599711894989,0.0014452426694333553,0.0013580848462879658,0.21369428932666779,0.0015557417646050453,0.0019243768183514476,0.0015429899794980884,0.0013787291245535016,0.05751441419124603,0.0018481513252481818,0.001204706379212439,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Pacer Search,0.0012440523132681847,0.0013279491104185581,0.0010439993347972631,0.001550452783703804,0.0013650298351421952,0.0013269046321511269,0.0011996389366686344,0.0011062728008255363,0.0013426024233922362,0.00123973295558244,0.0017307023517787457,0.0012107688235118985,0.001262331148609519,0.06746165454387665,0.36942344903945923,0.0014440730446949601,0.0012057963758707047,0.0017364149680361152,0.0009327614097855985,0.0010423169005662203,0.0011374799069017172,0.001268541906028986,0.0010149268200621009,0.2832905948162079,0.1826126128435135,0.001052551669999957,0.001341404626145959,0.001057600835338235,0.0015715218614786863,0.05188533291220665,0.0013009147951379418,0.001222460763528943,0.0011898925295099616,0.0014003788819536567,0.0017322005005553365,0.0013889005640521646,0.0012410435592755675,0.0013467054814100266,0.0016635871725156903,0.0010843992931768298,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Westlaw (AI assisted legal research),0.0013820540625602007,0.0014752574497833848,0.001159809296950698,0.0017224433831870556,0.0015164515934884548,0.0014740971382707357,0.0013327138731256127,0.0012289907317608595,0.0014915362698957324,0.001377255655825138,0.0019226877484470606,0.0013450784608721733,0.0014023606199771166,0.07054732739925385,0.28245413303375244,0.001604262855835259,0.0013395544374361634,0.001929034129716456,0.0010362318716943264,0.0011579403653740883,0.0012636595638468862,0.0014092603232711554,0.001127511844970286,0.0018001527059823275,0.001406705705448985,0.0011693104170262814,0.0014902056427672505,0.0011749196564778686,0.14656566083431244,0.2235696166753769,0.0014452242758125067,0.0013580673839896917,0.22636981308460236,0.001555721857585013,0.0019243521383032203,0.0015429703053086996,0.001378711429424584,0.0014960943954065442,0.001848127692937851,0.001204690895974636,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Westlaw (People Search),0.44562017917633057,0.001475426135584712,0.05504289269447327,0.0017226403579115868,0.0015166249359026551,0.0014742657076567411,0.0013328662607818842,0.0012291312450543046,0.09999804198741913,0.001377413049340248,0.0019229076569899917,0.0013452322455123067,0.0014025209238752723,0.0012654158053919673,0.001417864696122706,0.0016044463263824582,0.0013397076399996877,0.001929254736751318,0.0010363503824919462,0.0011580727295950055,0.0012638041516765952,0.11966364830732346,0.0011276408331468701,0.13359150290489197,0.00140686659142375,0.0011694440618157387,0.0014903760747984052,0.0011750539997592568,0.0975932627916336,0.0012294045882299542,0.001445389469154179,0.0013582226820290089,0.0013220375403761864,0.0015558997401967645,0.0019245721632614732,0.0015431466745212674,0.0013788691721856594,0.0014962655259296298,0.0018483389867469668,0.0012048286153003573,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Salient Factor Score,0.0007783251930959523,0.0008308140677399933,0.0006531645776703954,0.11718159914016724,0.10312625765800476,0.0008301606867462397,0.034364718943834305,0.0006921251770108938,0.0008399817743338645,0.0007756228442303836,0.0010827913647517562,0.0007575017516501248,0.0007897611358202994,0.0007125570555217564,0.5185893177986145,0.06662244349718094,0.0007543908432126045,0.001086365431547165,0.0005835701012983918,0.0006521120667457581,0.0007116494816727936,0.0007936467882245779,0.0006349757895804942,0.001013783854432404,0.0007922081276774406,0.000658515258692205,0.0008392324089072645,0.0006616742466576397,0.0009832022478803992,0.0006922791362740099,0.0008139004348777235,0.06392588466405869,0.0007444408256560564,0.0008761288481764495,0.0010837287409231067,0.0008689476526342332,0.0007764427573420107,0.0008425487903878093,0.036144401878118515,0.03443881869316101,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ProLaw ,0.05532623454928398,0.00028308178298175335,0.05058591440320015,0.0003305134014226496,0.0002909863833338022,0.18036577105522156,0.0002557296247687191,0.00023582656285725534,0.0002862054680008441,0.022775180637836456,0.00036893755896016955,0.00025810219813138247,0.00026909387088380754,0.0002427882864139974,0.01808987185359001,0.0003078361914958805,0.11560554057359695,0.00037015535053797066,0.00019883878121618181,0.0002221929607912898,0.19783666729927063,0.0002704178332351148,0.0002163541503250599,0.088542640209198,0.07818522304296494,0.09974482655525208,0.0002859501400962472,0.060509491711854935,0.00033500470453873277,0.00023587900795973837,0.0002773188170976937,0.0002605946210678667,0.00025365196052007377,0.00029852180159650743,0.0246451236307621,0.00029607495525851846,0.0002645559434313327,0.00028708012541756034,0.0003546304942574352,0.0002311637654202059,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
AWS Transcribe,0.0005793119198642671,0.0006183796795085073,0.00048615416744723916,0.08392654359340668,0.0006356469239108264,0.0006178933545015752,0.5026261210441589,0.0005151527584530413,0.0006252033053897321,0.0005773005541414022,0.0008059278479777277,0.0005638129077851772,0.0005878237425349653,0.0005303603247739375,0.0005942545831203461,0.0006724545964971185,0.07726193964481354,0.0008085880544967949,0.0004343545588199049,0.0004853707505390048,0.0005296848248690367,0.0005907158483751118,0.00047261614236049354,0.0007545651751570404,0.0005896450602449477,0.0004901366773992777,0.12687408924102783,0.0004924879176542163,0.0007318030693568289,0.000515267311129719,0.0006057907594367862,0.0005692574777640402,0.0005540915881283581,0.0006521077593788505,0.0008066255250014365,0.0006467627245001495,0.000577910803258419,0.0006271139136515558,0.0007746746996417642,0.18819193542003632,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
AWS Translate,0.0005083551513962448,0.0005426377174444497,0.00042660775943659246,0.10130204260349274,0.000557789986487478,0.0005422109388746321,0.10397077351808548,0.0004520544898696244,0.0005486255395226181,0.041934989392757416,0.0007072141161188483,0.0004947545239701867,0.0005158243584446609,0.00046539935283362865,0.0005214675329625607,0.0005900892429053783,0.08486524224281311,0.000709548476152122,0.0003811528149526566,0.0004259203269612044,0.00046480659511871636,0.000518362270668149,0.0004147279541939497,0.0006621425854973495,0.0005174226243980229,0.0004301025182940066,0.0005481360713019967,0.00043216574704274535,0.0006421684520319104,0.00045215501450002193,0.0005315907183103263,0.04144532233476639,0.0004862239002250135,0.0005722345667891204,0.0007078263442963362,0.0005675442516803741,0.0005071256309747696,0.5000455379486084,0.000679788994602859,0.10891176760196686,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
JAWS,0.001382053829729557,0.0014752571005374193,0.0011598090641200542,0.00172244303394109,0.06053769215941429,0.0014740967890247703,0.001332713640294969,0.0012289904989302158,0.0014915360370650887,0.06226157024502754,0.0019226872827857733,0.0013450781116262078,0.001402360270731151,0.0012652708683162928,0.0014177022967487574,0.0016042626230046153,0.0013395542046055198,0.0019290336640551686,0.0010362317552790046,0.10387668758630753,0.0012636593310162425,0.0014092599740251899,0.0011275116121396422,0.0018001522403210402,0.0014067054726183414,0.0011693101841956377,0.001490205293521285,0.001174919423647225,0.20719578862190247,0.0012292638421058655,0.0014452239265665412,0.001358067151159048,0.059052109718322754,0.05595610663294792,0.0019243517890572548,0.0015429699560627341,0.0013787111965939403,0.0014960940461605787,0.0018481272272765636,0.4035264849662781,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
OnCue,0.2590659260749817,0.0007819229504093528,0.0006147276726551354,0.0009129376267082989,0.20757891237735748,0.000781307986471802,0.0007063713856041431,0.0006513955304399133,0.0007905511884018779,0.0007299795979633927,0.0010190721368417144,0.0007129248697310686,0.0007432858110405505,0.0006706250715069473,0.0007514174794778228,0.0008502990822307765,0.0007099970243871212,0.0010224358411505818,0.0005492285708896816,0.0006137370364740491,0.0006697708740830421,0.0007469428819604218,0.000597609207034111,0.0009541254839859903,0.15610454976558685,0.0006197634502314031,0.0007898458861745894,0.0006227365229278803,0.0009253434836864471,0.0006515404093079269,0.0007660046103410423,0.000719809380825609,0.0007006325176917017,0.0008245710632763803,0.001019954332150519,0.2339676469564438,0.11665088683366776,0.0007929670973680913,0.0009795534424483776,0.0006385160377249122,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
TextMap,0.0006730766035616398,0.0007184676942415535,0.0005648407386615872,0.0008388501591980457,0.04844379052519798,0.11005298048257828,0.0006490473169833422,0.0005985329626128078,0.0007263956940732896,0.0006707396823912859,0.170333594083786,0.0006550690159201622,0.0006829660851508379,0.11613386869430542,0.0006904377951286733,0.0007812948897480965,0.0006523787742480636,0.0009394622757099569,0.0005046571022830904,0.0005639305454678833,0.0006154170841909945,0.0006863263552077115,0.03513560816645622,0.0008766954997554421,0.20301884412765503,0.0005694678984582424,0.00072574766818434,0.0005721997004002333,0.13797269761562347,0.0005986660253256559,0.0007038411567918956,0.0006613947916775942,0.0006437742267735302,0.0007576547795906663,0.0009371821070089936,0.11436602473258972,0.0006714487099088728,0.0007286155596375465,0.0009000598802231252,0.042983829975128174,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Axon Video Retention Solution (VRS) - object recognition and redaction,0.09219209849834442,0.0007185327121987939,0.0951181948184967,0.0008389260619878769,0.0007385965436697006,0.000717967574018985,0.0006491060485132039,0.0005985870957374573,0.03074055165052414,0.0006708003347739577,0.0009364562574774027,0.0006551282713189721,0.0006830278434790671,0.0006162576610222459,0.0006905002519488335,0.0007813655538484454,0.03768400847911835,0.0009395472588948905,0.2959173917770386,0.0005639815935865045,0.0006154727307148278,0.0006863884045742452,0.1533184051513672,0.0008767748367972672,0.0006851442158222198,0.0005695194122381508,0.036646947264671326,0.035267479717731476,0.0641322061419487,0.0005987202166579664,0.000703904835972935,0.0006614546291530132,0.0006438324344344437,0.0007577233482152224,0.0009372669155709445,0.0007515126490034163,0.03155884891748428,0.0007286814507097006,0.10682186484336853,0.000586751732043922,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
